,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
1189,UserManagerImpl.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,119.0,119.0
1190,ImapRequestHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,82.0,82.0
1191,SimpleImapMessage.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,75.0,75.0
1192,SMTPHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,282.0,282.0
1193,SMTPHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,510.0,510.0
1194,SMTPHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,800.0,800.0
1195,SMTPHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,851.0,851.0
1196,SMTPHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,1143.0,1143.0
1197,SMTPHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,1479.0,1479.0
1198,SimpleMessageAttributes.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,399.0,399.0
1199,SMTPHandler.java,squid:S2131,MAJOR,SonarQube,CODE_SMELL,312.0,312.0
1200,FetchPOP.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,101.0,101.0
1201,FetchPOP.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,113.0,113.0
1202,FetchPOP.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,124.0,124.0
1203,FetchCommand.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,144.0,144.0
1204,POP3Handler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,686.0,686.0
1205,POP3Handler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,809.0,809.0
1206,POP3Handler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,910.0,910.0
1207,POP3Handler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,916.0,916.0
1208,POP3Handler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,988.0,988.0
1209,POP3Handler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,1031.0,1031.0
1210,CommandTemplate.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,68.0,68.0
1211,CommandTemplate.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,75.0,75.0
1212,AppendCommand.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,148.0,148.0
1213,AppendCommand.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,199.0,199.0
1214,AppendCommand.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,223.0,223.0
1215,JamesUsersJdbcRepository.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,58.0,58.0
1216,AppendCommand.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,235.0,235.0
1217,AppendCommand.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,245.0,245.0
1218,AppendCommand.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,255.0,255.0
1219,UsersFileRepository.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,179.0,179.0
1220,UsersFileRepository.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,245.0,245.0
1221,ImapHostTest.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,128.0,128.0
1222,CommandParserTest.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,80.0,80.0
1223,ImapStoreTest.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,89.0,89.0
1224,AbstractProtocolTest.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,121.0,121.0
1225,MailAddress.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,131.0,131.0
1226,DotStuffingInputStream.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,66.0,66.0
1227,SchedulerNotifyOutputStream.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,77.0,77.0
1228,MailImpl.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,565.0,565.0
1229,NetMatcher.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,37.0,37.0
1230,NetMatcher.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,67.0,67.0
1231,NetMatcher.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,239.0,239.0
1232,NetMatcher.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,250.0,250.0
1233,MimeMessageWrapper.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,358.0,358.0
1234,MimeMessageWrapper.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,513.0,513.0
1235,MimeMessageWrapper.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,823.0,823.0
1236,NetMatcher.java,squid:S2250,CRITICAL,SonarQube,CODE_SMELL,35.0,35.0
1237,NetMatcher.java,squid:S2250,CRITICAL,SonarQube,CODE_SMELL,50.0,50.0
1238,MimeMessageInputStreamSource.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,82.0,82.0
1239,MimeMessageInputStreamSource.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,133.0,133.0
1240,CRLFTerminatedReader.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,86.0,86.0
1241,NNTPGroupImpl.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,246.0,246.0
1242,NNTPGroupImpl.java,squid:S2131,MAJOR,SonarQube,CODE_SMELL,154.0,154.0
1243,NNTPGroupImpl.java,squid:S2131,MAJOR,SonarQube,CODE_SMELL,228.0,228.0
1244,SchedulerNotifyInputStream.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,85.0,85.0
1245,NNTPRepositoryImpl.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,460.0,460.0
1246,NNTPRepositoryImpl.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,435.0,435.0
1247,NNTPArticleImpl.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,108.0,108.0
1248,NNTPArticleImpl.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,135.0,135.0
1249,NNTPArticleImpl.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,161.0,161.0
1250,NNTPArticleImpl.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,213.0,213.0
1251,InternetPrintWriter.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,86.0,86.0
1252,InternetPrintWriter.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,100.0,100.0
1253,InternetPrintWriter.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,124.0,124.0
1254,InternetPrintWriter.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,148.0,148.0
1255,InternetPrintWriter.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,172.0,172.0
1256,InternetPrintWriter.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,196.0,196.0
1257,JDBCUtil.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,150.0,150.0
1258,JDBCUtil.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,186.0,186.0
1259,JdbcDataSource.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,148.0,148.0
1260,JdbcDataSource.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,250.0,250.0
1261,JdbcDataSource.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,525.0,525.0
1262,NNTPHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,440.0,440.0
1263,NNTPHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,1551.0,1551.0
1264,PoolConnEntry.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,129.0,129.0
1265,message_disposition_notification.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,126.0,126.0
1266,AbstractDataContentHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,76.0,76.0
1267,multipart_report.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,68.0,68.0
1268,WorkerThread.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,72.0,72.0
1269,FolderProcessor.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,124.0,124.0
1270,ParsedConfiguration.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,872.0,872.0
1271,BytesReadResetInputStream.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,77.0,77.0
1272,ServerConnection.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,251.0,251.0
1273,ServerConnection.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,298.0,298.0
1274,ServerConnection.java,squid:S2250,CRITICAL,SonarQube,CODE_SMELL,231.0,231.0
1275,JDBCListserv.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,107.0,107.0
1276,MessageProcessor.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,967.0,967.0
1277,AvalonListserv.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,110.0,110.0
1278,AvalonListserv.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,122.0,122.0
1279,AvalonListserv.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,146.0,146.0
1280,DNSServer.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,137.0,137.0
1281,DNSServer.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,215.0,215.0
1282,DNSServer.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,391.0,391.0
1283,AddHeader.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,73.0,73.0
1284,AddHabeasWarrantMark.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,100.0,100.0
1285,CommandListservProcessor.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,340.0,340.0
1286,CommandListservProcessor.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,365.0,365.0
1287,ToRepository.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,75.0,75.0
1288,LogHeaders.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,65.0,65.0
1289,RemoteDelivery.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,113.0,113.0
1290,RemoteDelivery.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,264.0,264.0
1291,RemoteDelivery.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,279.0,279.0
1292,RemoteDelivery.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,321.0,321.0
1293,RemoteDelivery.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,345.0,345.0
1294,RemoteDelivery.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,702.0,702.0
1295,RemoteDelivery.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,743.0,743.0
1296,RemoteDelivery.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,862.0,862.0
1297,RemoteDelivery.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,1128.0,1128.0
1298,AbstractVirtualUserTable.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,167.0,167.0
1299,CommandListservManager.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,371.0,371.0
1300,AvalonListservManager.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,53.0,53.0
1301,FromRepository.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,89.0,89.0
1302,DSNBounce.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,448.0,448.0
1303,DSNBounce.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,497.0,497.0
1304,DSNBounce.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,666.0,666.0
1305,Counter.java,squid:S2131,MAJOR,SonarQube,CODE_SMELL,42.0,42.0
1306,MailetLoader.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,62.0,62.0
1307,MatchLoader.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,69.0,69.0
1308,JamesSpoolManager.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,521.0,521.0
1309,LinearProcessor.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,483.0,483.0
1310,AbstractStorageQuota.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,68.0,68.0
1311,AbstractStorageQuota.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,73.0,73.0
1312,AbstractStorageQuota.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,107.0,107.0
1313,AbstractStorageQuota.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,131.0,131.0
1314,HasHabeasWarrantMark.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,99.0,99.0
1315,InSpammerBlacklist.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,71.0,71.0
1316,SenderHostIs.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,72.0,72.0
1317,AvalonMailRepository.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,333.0,333.0
1318,MimeMessageJDBCSource.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,158.0,158.0
1319,MimeMessageJDBCSource.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,163.0,163.0
1320,MimeMessageJDBCSource.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,213.0,213.0
1321,MimeMessageJDBCSource.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,221.0,221.0
1322,MimeMessageJDBCSource.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,227.0,227.0
1323,MimeMessageJDBCSource.java,squid:AssignmentInSubExpressionCheck,MAJOR,SonarQube,CODE_SMELL,180.0,180.0
1324,JDBCMailRepository.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,617.0,617.0
1325,JDBCMailRepository.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,744.0,744.0
1326,JDBCMailRepository.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,864.0,864.0
1327,JDBCMailRepository.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,903.0,903.0
1328,JDBCMailRepository.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,912.0,912.0
1329,JDBCMailRepository.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,964.0,964.0
1330,JDBCMailRepository.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,996.0,996.0
1331,JDBCMailRepository.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,1076.0,1076.0
1332,JDBCMailRepository.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,1083.0,1083.0
1333,JDBCMailRepository.java,squid:S2131,MAJOR,SonarQube,CODE_SMELL,238.0,238.0
1334,ResettableFileInputStream.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,94.0,94.0
1335,ResettableFileInputStream.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,85.0,85.0
1336,ResettableFileInputStream.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,62.0,62.0
1337,ResettableFileInputStream.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,69.0,69.0
1338,ResettableFileInputStream.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,74.0,74.0
1339,ResettableFileInputStream.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,107.0,107.0
1340,ResettableFileInputStream.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,113.0,113.0
1341,ResettableFileInputStream.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,124.0,124.0
1342,ResettableFileInputStream.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,132.0,132.0
1343,File_Persistent_Object_Repository.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,71.0,71.0
1344,AbstractFileRepository.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,170.0,170.0
1345,File_Persistent_Stream_Repository.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,168.0,168.0
1346,RemoteManagerHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,230.0,230.0
1347,RemoteManagerHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,309.0,309.0
1348,RemoteManagerHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,322.0,322.0
1349,RemoteManagerHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,360.0,360.0
1350,RemoteManagerHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,566.0,566.0
1351,SMTPHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,201.0,201.0
1352,SMTPHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,457.0,457.0
1353,SMTPHandler.java,squid:S2131,MAJOR,SonarQube,CODE_SMELL,147.0,147.0
1354,SaslProfile.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,113.0,113.0
1355,CommandStore.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,162.0,162.0
1356,DefaultRecordRepository.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,109.0,109.0
1357,BaseConnectionHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,69.0,69.0
1358,FileMailbox.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,371.0,371.0
1359,FileMailbox.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,1678.0,1678.0
1360,FileMailbox.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,1729.0,1729.0
1361,FileMailbox.java,squid:S2250,CRITICAL,SonarQube,CODE_SMELL,1222.0,1222.0
1362,FileMailbox.java,squid:S2250,CRITICAL,SonarQube,CODE_SMELL,1399.0,1399.0
1363,FileMailbox.java,squid:S2250,CRITICAL,SonarQube,CODE_SMELL,1531.0,1531.0
1364,FileMailbox.java,squid:S2250,CRITICAL,SonarQube,CODE_SMELL,1618.0,1618.0
1365,FileMailbox.java,squid:S2250,CRITICAL,SonarQube,CODE_SMELL,1692.0,1692.0
1366,JamesHost.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,349.0,349.0
1367,JamesHost.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,863.0,863.0
1368,BaseCommand.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,239.0,239.0
1369,SingleThreadedConnectionHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,218.0,218.0
1370,SingleThreadedConnectionHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,273.0,273.0
1371,SimpleSystem.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,55.0,55.0
1372,FileStoreHighestUID.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,52.0,52.0
1373,FileStoreHighestUID.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,92.0,92.0
1374,SimpleMessageAttributes.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,457.0,457.0
1375,CreateCommand.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,61.0,61.0
1376,CreateCommand.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,72.0,72.0
1377,SubscribeCommand.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,52.0,52.0
1378,DeleteCommand.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,64.0,64.0
1379,StatusCommand.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,61.0,61.0
1380,AppendCommand.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,113.0,113.0
1381,AppendCommand.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,152.0,152.0
1382,AppendCommand.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,177.0,177.0
1383,AppendCommand.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,186.0,186.0
1384,UnsubscribeCommand.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,52.0,52.0
1385,LoginCommand.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,62.0,62.0
1386,RenameCommand.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,61.0,61.0
1387,RenameCommand.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,70.0,70.0
1388,ListCommand.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,87.0,87.0
1389,CopyCommand.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,172.0,172.0
1390,CommandTemplate.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,87.0,87.0
1391,CommandTemplate.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,140.0,140.0
1392,James.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,249.0,249.0
1393,James.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,354.0,354.0
1394,AbstractProtocolTest.java,squid:AssignmentInSubExpressionCheck,MAJOR,SonarQube,CODE_SMELL,245.0,245.0
1395,ArgumentTest.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,66.0,66.0
1396,ArgumentTest.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,79.0,79.0
1397,RMIRemoteManager.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,109.0,109.0
1398,RMIRemoteManager.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,117.0,117.0
1399,UserManagerAdminClient.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,139.0,139.0
1400,UserManagerAdminClient.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,367.0,367.0
1401,James.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,278.0,278.0
1402,James.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,314.0,314.0
1403,James.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,385.0,385.0
1404,James.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,528.0,528.0
1405,James.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,971.0,971.0
1406,ImapHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,160.0,160.0
1407,ImapHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,303.0,303.0
1408,ImapHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,315.0,315.0
1409,ImapHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,327.0,327.0
1410,ImapHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,339.0,339.0
1411,JamesImapHost.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,335.0,335.0
1412,ImapRequestLineReader.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,83.0,83.0
1413,ImapRequestLineReader.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,167.0,167.0
1414,ImapRequestLineReader.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,186.0,186.0
1415,SizeLimitedInputStream.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,59.0,59.0
1416,ImapRequestHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,57.0,57.0
1417,ImapRequestHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,92.0,92.0
1418,SMTPHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,433.0,433.0
1419,SMTPHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,777.0,777.0
1420,SMTPHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,839.0,839.0
1421,SMTPHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,985.0,985.0
1422,SMTPHandler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,1326.0,1326.0
1423,SimpleMessageAttributes.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,101.0,101.0
1424,InMemoryStore.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,196.0,196.0
1425,FetchPOP.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,98.0,98.0
1426,FetchPOP.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,115.0,115.0
1427,FetchPOP.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,135.0,135.0
1428,FetchCommand.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,174.0,174.0
1429,FetchCommand.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,211.0,211.0
1430,POP3Handler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,191.0,191.0
1431,POP3Handler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,318.0,318.0
1432,POP3Handler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,328.0,328.0
1433,POP3Handler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,338.0,338.0
1434,POP3Handler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,348.0,348.0
1435,POP3Handler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,420.0,420.0
1436,POP3Handler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,581.0,581.0
1437,POP3Handler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,639.0,639.0
1438,POP3Handler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,668.0,668.0
1439,POP3Handler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,750.0,750.0
1440,POP3Handler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,829.0,829.0
1441,POP3Handler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,879.0,879.0
1442,POP3Handler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,913.0,913.0
1443,POP3Handler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,985.0,985.0
1444,POP3Handler.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,991.0,991.0
1445,CommandParser.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,513.0,513.0
1446,CommandTemplate.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,71.0,71.0
1447,CommandTemplate.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,142.0,142.0
1448,AppendCommand.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,208.0,208.0
1449,AppendCommand.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,229.0,229.0
1450,AppendCommand.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,240.0,240.0
1451,AppendCommand.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,250.0,250.0
1452,UsersLDAPRepository.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,412.0,412.0
1453,CommandParserTest.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,96.0,96.0
1454,ImapStoreTest.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,114.0,114.0
1455,ProtocolSession.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,222.0,222.0
1456,ProtocolSession.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,260.0,260.0
1457,AbstractProtocolTest.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,168.0,168.0
1458,AbstractProtocolTest.java,squid:S2130,MAJOR,SonarQube,CODE_SMELL,94.0,94.0
1459,MailAddress.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,199.0,199.0
1460,DotStuffingInputStream.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,47.0,47.0
1461,AvalonMailStore.java,squid:S1166,CRITICAL,SonarQube,CODE_SMELL,370.0,370.0
1462,SchedulerNotifyOutputStream.java,squid:S1161,MAJOR,SonarQube,CODE_SMELL,109.0,109.0
